poisonous,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,poisonous_readable,cap_shape_readable,cap_surface_readable,cap_color_readable,bruises_readable,odor_readable,gill_attachment_readable,gill_spacing_readable,gill_size_readable,gill_color_readable,stalk_shape_readable,stalk_root_readable,stalk_surface_above_ring_readable,stalk_surface_below_ring_readable,stalk_color_above_ring_readable,stalk_color_below_ring_readable,veil_type_readable,veil_color_readable,ring_number_readable,ring_type_readable,spore_print_color_readable,population_readable,habitat_readable
e,f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,False,flat,fibrous,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
e,x,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g,False,convex,smooth,white,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,False,convex,fibrous,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,False,convex,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,False,convex,smooth,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,False,convex,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods
e,x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods
e,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,False,flat,smooth,gray,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,False,convex,smooth,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,False,flat,fibrous,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods
e,x,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,False,convex,smooth,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,f,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,False,flat,smooth,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,f,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,False,convex,fibrous,gray,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods
e,f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,False,flat,smooth,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,False,flat,smooth,white,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
e,x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,False,convex,scaly,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods
e,x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
e,x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,False,convex,fibrous,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,f,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g,False,flat,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,False,flat,scaly,yellow,has_bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,1,pendant,brown,solitary,grasses
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,True,flat,scaly,white,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
e,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
e,f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,False,flat,fibrous,brown,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,False,convex,fibrous,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods
e,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,False,flat,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g,False,convex,fibrous,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods
e,f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,False,flat,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,False,flat,smooth,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,False,flat,smooth,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,True,flat,scaly,white,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g,False,bell,smooth,white,has_bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
e,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods
e,f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,False,flat,fibrous,gray,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,x,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,False,convex,smooth,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,f,s,w,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,False,flat,smooth,white,has_bruises,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,purple,several,woods
e,x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g,False,convex,fibrous,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g,False,convex,smooth,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,abundant,grasses
e,x,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,False,convex,smooth,gray,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods
e,f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,False,flat,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
e,x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
e,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,False,flat,fibrous,white,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,f,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u,True,flat,smooth,white,has_bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,urban
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,False,convex,scaly,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods
e,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,False,convex,scaly,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods
e,x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,False,convex,fibrous,gray,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods
e,x,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,True,convex,smooth,white,has_bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,grasses
e,x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,False,convex,scaly,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods
e,x,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,g,True,flat,scaly,brown,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
e,x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,False,convex,fibrous,gray,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,False,convex,fibrous,red,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods
e,f,f,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,False,flat,smooth,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,False,convex,scaly,red,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
e,f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,False,flat,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods
e,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g,False,flat,smooth,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,scattered,grasses
p,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,True,convex,smooth,brown,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,several,urban
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods
e,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,black,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,g,True,flat,scaly,white,has_bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,grasses
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
e,x,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods
e,f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,False,convex,fibrous,red,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods
e,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,False,flat,fibrous,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,False,convex,fibrous,white,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,partial,white,1,evanescent,black,scattered,grasses
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,False,convex,scaly,white,has_bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,1,pendant,black,numerous,meadows
e,x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,False,convex,smooth,white,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,False,convex,scaly,gray,has_bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
e,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods
e,x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,False,convex,smooth,gray,no_bruises,none,free,crowded,broad,brown,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,abundant,grasses
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u,True,flat,scaly,white,has_bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,urban
e,x,f,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,False,convex,fibrous,red,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods
p,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,True,flat,smooth,brown,has_bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,urban
p,f,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g,True,flat,scaly,brown,has_bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,1,pendant,brown,several,grasses
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,brown,abundant,grasses
e,x,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,False,convex,fibrous,gray,has_bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods
e,x,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,False,convex,fibrous,brown,no_bruises,none,free,crowded,broad,chocolate,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
e,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,False,convex,fibrous,brown,has_bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
e,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g,False,flat,smooth,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,1,evanescent,brown,scattered,grasses
e,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,False,flat,fibrous,brown,no_bruises,none,free,crowded,broad,pink,tapering,equal,smooth,fibrous,white,white,partial,white,1,evanescent,black,abundant,grasses
